1.7183244,-0.7807374,0.21093667,-1.1125655,-1.7073711,2.416639,-2.057484,0.30017865,-2.129428,-3.7704227,-4.856091,-5.827204,-0.2664465,-6.5474067,-2.577977,-6.230487,-6.6780376,-2.9090343,-4.5045576,1.564161
0.65230495,1.1828299,-6.7243857,-4.467553,-5.764935,-1.1207598,-2.2620587,4.761892,5.018812,-2.6596394,0.24266037,-9.29743,-0.8023184,3.7057881,4.288125,-5.9330816,-6.261102,-11.622498,-7.5844083,-5.503129
-3.3721893,-2.4339738,-0.71610385,-0.44654572,0.59217584,1.7412161,0.7717488,-1.4688574,-3.346083,-1.9137535,-3.0071363,-6.401354,-3.3592377,-2.1825862,-4.717246,-5.9546995,-11.563134,-6.1776752,-6.3808284,-8.222737
-0.52117974,4.4680696,1.0392034,-4.430803,-5.657068,-4.291987,0.8834189,-1.1367899,1.1709005,-5.35033,-6.44931,3.0667498,-3.483636,-3.957744,-10.811503,-2.6369882,8.212822,-3.5345757,-0.10064986,-3.5009243
-0.86099535,-0.90207464,-0.9081812,2.8202894,0.20005636,-2.3388023,3.3359618,-0.8447671,2.7299361,-2.6138463,0.82095087,1.7091173,1.185658,4.333109,-1.9775535,-2.7678301,8.0219345,-2.2969484,3.812645,1.4469156
0.08448777,-1.2311654,2.8558543,0.85152847,1.0643399,-0.012159154,-0.1414805,-1.0852871,-1.6172037,-2.7010643,-3.4361115,-6.411994,-1.3760657,-2.384891,-3.124715,-0.54288346,-11.262635,-1.981697,-9.398052,-5.905996
-1.9238082,0.56771386,0.8766245,-0.3902618,-0.63351446,6.79965,-4.5412154,-1.0613813,-3.9955385,-7.4921246,-5.505959,3.658117,-3.1031077,-1.8026843,-3.8195953,-6.4583592,-13.1612015,-6.5439296,-14.528216,-13.4430275
-1.2429816,0.12881933,-0.18225078,-0.37069115,0.6143062,-0.24906039,1.412557,-0.8453454,3.6253312,1.8212814,-1.2559192,-1.7242324,-0.332228,-1.5455948,-0.8895952,-1.4579127,-5.8230042,4.473179,-2.1784797,-4.229258
-0.16885449,1.3532678,1.8671373,0.86168873,-0.65553313,-0.70797664,-1.1063443,-0.5597388,-2.6324658,2.9371698,3.2070417,3.064251,-1.6186548,0.6640513,8.323407,2.4065695,1.0129907,-0.0027637666,0.85901874,0.97683096
1.0463488,-4.4861026,-12.469416,-15.044483,-9.121981,-14.578326,-12.043355,-8.06141,-5.9196057,-7.8256793,-8.43607,-1.4156208,-6.0785456,0.44456115,-6.071912,3.4358277,-2.3775744,0.995598,-0.31839278,1.7803558
0.26375425,0.42450774,1.9740798,1.303386,-1.9487292,-0.1168999,-0.6428776,-0.26201946,-1.423887,0.4621658,-1.683835,2.7598896,-2.3589432,-0.11501016,-0.4386226,2.5609362,2.2810771,2.8158228,0.33580446,-1.4787849
-0.69543314,-3.0021894,-0.2143101,-5.9482913,-6.7527466,-2.3325906,-4.1595435,4.361604,-4.895363,2.5036566,3.357862,2.3914728,-0.25084826,1.2926697,-6.1603217,-4.5963545,-3.2209225,2.1595168,10.2009735,0.3886814
-1.7861321,0.6961802,-0.66846424,-0.5679321,1.6804609,1.795573,0.12644985,0.4158764,-0.74649835,-4.7133594,-2.3197787,-5.5455275,-4.3746877,-5.3594046,-4.5214624,-4.3580556,-10.690377,-2.5773666,-7.564845,-8.650892
-0.12919694,-0.17354983,-1.4277552,-5.024279,-3.9939651,-7.341316,3.07706,-2.1167474,-5.4544845,2.7690134,6.150155,-4.574524,2.7603636,-5.510871,-3.7873194,1.050226,-2.4039629,-1.6590943,-7.353288,-3.0581138
-0.44867948,1.0932153,-1.5183924,-0.5107199,0.79759413,1.6783493,0.828513,-2.0797212,-3.6197183,0.14188561,-3.1469445,-5.2602563,-4.615278,-0.48867595,-2.1649184,-1.4029542,-5.296471,-1.401543,-1.1169623,-2.4666445
-0.66509116,-0.24377264,-0.002042236,1.3169593,-0.4068293,-0.6750123,3.9814787,-1.3450342,-2.074147,0.7601083,-2.261218,-1.0613729,0.7986934,-0.8893766,-0.6309659,3.071482,-3.3631155,7.44954,-2.0719004,-1.4449197
-2.9905376,-0.86981404,-1.2282771,1.6878237,7.706153,-0.4311446,-1.4450085,-2.0747437,0.15740913,2.9527967,-3.215904,-2.4419131,2.3531384,5.4812355,-2.1051183,-4.314904,-9.159323,-2.4754617,-8.201578,-6.2262855
-1.5014036,-0.456719,0.12954628,0.7210097,2.9498758,1.1498952,-1.2975491,-0.8911925,-3.0543802,-5.547017,-2.7799664,-3.4338152,-2.73132,-3.8105059,-2.9362946,-3.0942137,-6.170207,-1.6954602,-4.2702165,-2.7995434
-0.83435124,0.022518545,1.6937343,0.2661817,3.382969,-0.43412417,2.0934381,-0.47411424,-0.8779966,0.7986511,-0.9431487,-0.9244852,-0.6273268,1.0901456,3.6296077,-2.3544476,-1.426654,-0.34689623,-0.26366723,-0.26563922
-0.34603643,0.023828173,1.8159746,1.10958,-0.32106608,-1.0553885,-1.7640921,0.01667817,-0.7473302,4.8559837,-0.25670326,-1.1130672,-1.336937,4.9052806,3.4107695,3.822169,-4.2315598,-0.42263117,0.11728006,-2.1218326
-0.035900764,-1.0419183,-0.10772477,3.328095,1.2168541,-0.19032627,-1.5914974,-0.9560655,-4.403538,-5.5743527,-4.4052744,-5.0267167,-3.407713,-3.8815665,-9.558852,-7.965041,-14.371879,-5.923611,-7.230364,-8.16007
0.5068121,-0.37237054,-0.26041776,1.3112072,-2.3683383,3.2635086,-1.2283012,-1.4619352,-1.3863797,-4.1655207,-1.832925,-1.7936945,-1.9675273,-4.136052,-4.757341,-2.2691464,-4.6599975,-4.4977007,-3.6004336,-2.8074903
-1.0699402,0.6722645,0.58153397,1.6628567,1.0719426,0.8434903,-1.2576464,0.012276345,-2.882676,-0.10473598,7.637684,-2.965305,-2.166469,1.5458213,0.12896198,2.5825937,-3.5660286,-2.9532506,12.783364,-3.208879
-0.096972585,0.17206793,2.6927288,-2.581458,5.20929,-3.642001,2.7009637,0.8171469,-4.2823987,-0.9841155,5.409862,6.5416136,-0.48694435,-1.558706,0.37354788,-6.0222096,-0.899359,-6.3537803,-3.481026,3.6019444
-1.9667549,0.8203072,0.17464408,1.4733031,1.1532215,1.6432287,-1.3671763,-2.5341425,-0.5932513,-3.7498438,-4.1225286,-2.6636524,-0.24632782,-2.9234128,-2.9511852,-3.6191113,-12.683815,-2.6694329,-6.733994,-4.002235
0.16476224,-1.4031245,3.938212,-2.346101,4.9096456,-1.9265311,-0.46989086,0.09537357,0.47520518,-0.41665137,3.6069286,-2.7552383,4.1727905,-3.036109,-0.33118373,1.3464986,-3.6705837,0.069101445,-5.576853,5.5962405
-0.8628012,-0.66486233,0.84298456,-1.0340738,-1.8344572,-0.26863563,0.43585327,-2.0828588,-1.0844976,-0.054231912,-1.8229294,-2.7096038,-2.0541623,-0.7491173,2.4486535,-4.6185985,-4.2696824,4.8430867,-1.1060544,-3.8232777
0.39015344,-0.4533387,-0.20934565,1.5796094,1.2566018,0.39798284,-0.3844693,0.005384394,-1.3048481,2.1347451,1.64002,1.6538779,-0.50209075,1.3086958,2.1877735,1.9186245,-1.8750454,-0.91021323,0.90356725,-0.50547063
-0.06617539,-0.11983467,-0.08909218,-1.1625284,-1.7381251,-3.8391943,2.6593049,3.6869216,-3.3862882,-0.23712924,-4.978232,-3.9516652,0.8330043,-3.1506884,3.4200318,-3.9512103,-1.2850436,-3.8141782,-5.041028,-7.0045815
-1.4806741,-0.785426,-6.740136,-2.4997096,-8.048407,-11.466073,-1.8544383,0.3606392,-2.5039132,-0.48909515,-0.30984136,-0.48268953,5.4265423,-0.45149463,-4.2957754,-6.0622807,-11.755488,-4.2139416,-11.9855385,-15.113225
-2.4967763,0.78915066,-0.43490684,0.70788103,0.4156571,1.1184068,-0.16973034,0.7473995,-1.8388587,-2.1317618,-1.3476324,-5.844249,-4.1906285,-1.4545536,-5.101844,-3.2690306,-6.883332,0.5881511,-4.4660754,-4.3304844
-0.6731736,0.33919019,1.5499799,-0.08380757,3.1147568,-2.6967595,-1.4259131,-0.22649561,-0.39294833,0.5824725,0.6761908,-1.1985006,-0.43658566,-1.5879576,-1.1894693,-2.0957165,-4.897283,-1.9665132,-2.1920693,-4.700076
-2.6762166,1.6451957,1.529946,-1.3361948,-0.8803369,1.0360701,-0.5436327,-2.5198877,-5.1744666,-4.21085,-5.707479,-5.9649863,-3.903381,-7.673233,-3.446865,-9.017581,-16.281805,-3.2739158,-14.302822,-12.799019
